x,y,z,yaw
178.22759032098764,10.890478617283918,0,84.9462270267
178.3081964568473,11.801957622142197,0,85.135863399
178.38558312802928,12.711321981252865,0,85.3354727209
178.45960435956792,13.618537229938283,0,85.5451605639
178.5301141764975,14.523568903520811,0,85.7650352278
178.5969666038523,15.426382537322809,0,85.9952076295
178.6600156666667,16.326943666666693,0,86.2357911775
178.7191153899749,17.22521782687471,0,86.4869016303
178.77411979881114,18.12117055326928,0,86.7486569378
178.82488291820988,19.014767381172817,0,87.021177064
178.87125877320534,19.905973845907624,0,87.3045837909
178.91310138883173,20.794755482796006,0,87.5990005003
178.95026479012344,21.681077827160493,0,87.9045519345
178.9826030021148,22.564906414323275,0,88.2213639326
179.00997004983995,23.44620677960677,0,88.5495631416
179.03221995833334,24.324944458333334,0,88.8892767019
179.0492067526292,25.201084985825332,0,89.2406319032
179.0607844577618,26.074593897405066,0,89.6037558129
179.06680709876545,26.945436728395066,0,89.9787748719
179.0671287006744,27.813579014117465,0,90.3658144592
179.0616032885231,28.678986289894794,0,90.7649984226
179.05008488734566,29.541624091049414,0,91.1764485744
179.03242752217648,30.40145795290357,0,91.6002841512
179.00848521804983,31.258453410779623,0,92.0366212372
178.978112,32.11257599999999,0,92.4855721486
178.94116189306123,32.963791255887145,0,92.9472447806
178.89748892226797,33.81206471376311,0,93.4217419149
178.84694711265433,34.657361908950634,0,93.9091604882
178.78939048925469,35.4996483767718,0,94.4095908217
178.72467307710338,36.33888965254914,0,94.9231158132
178.65264890123456,37.17505127160496,0,95.4498100905
178.5731719866826,38.00809876926155,0,95.9897391299
178.48609635848194,38.83799768084134,0,96.5429583404
178.39127604166666,39.664713541666686,0,97.1095121163
178.28856506127113,40.48821188705995,0,97.6894328618
178.17781744232965,41.308458252343485,0,98.2827399906
178.0588872098766,42.12541817283943,0,98.8894389056
177.93162838894605,42.939057183870545,0,99.5095199638
177.79589500457246,43.749340820759016,0,100.142957432
177.6515410817901,44.556234618827204,0,100.78970844
177.4984206456333,45.3597041133973,0,101.44971194
177.33638772113625,46.159714839791945,0,102.12288768
177.16529633333334,46.95623233333322,0,102.809135198
176.98500050725875,47.74922212934388,0,103.508332848
176.79535426794695,48.538649763145884,0,104.220336879
176.5962116404321,49.32448077006177,0,104.94498055
176.3874266497485,50.106680685413835,0,105.68207333
176.16885332093045,50.8852150445245,0,106.431400166
175.94034567901235,51.66004938271607,0,107.19272084
175.70175774902836,52.4311492353109,0,107.965769437
175.45294355601283,53.19848013763146,0,108.75025392
175.193757125,53.96200762500001,0,109.545855835
174.9240524810242,54.721697232738904,0,110.352230158
174.6436836491198,55.477514496170556,0,111.169005286
174.35250465432097,56.22942495061727,0,111.99578319
174.05036952166208,56.97739413140147,0,112.832139736
173.73713227617742,57.72138757384545,0,113.677625174
173.41264694290123,58.46137081327157,0,114.531764816
173.07676754686787,59.19730938500231,0,115.39405989
172.72934811311154,59.92916882435986,0,116.263988576
172.37024266666668,60.656914666666694,0,117.141007233
171.99930523256742,61.38051244724511,0,118.024551791
171.61638983584817,62.09992770141747,0,118.914039326
171.2213505015432,62.815125964506194,0,119.808869796
170.8140412546868,63.52607277183358,0,120.708427921
170.39431612031322,64.232733658722,0,121.608929794
169.96207397530864,64.93508793827164,0,122.490488084
169.51749049062647,65.63319995033146,0,123.345706874
169.0608468221308,66.32716643804298,0,124.174704023
168.59242433333333,67.01708420833336,0,124.977658195
168.11250438774576,67.70305006812993,0,125.754788648
167.62136834887974,68.38516082435984,0,126.506349917
167.11929758024692,69.06351328395061,0,127.232626785
166.60657344535895,69.73820425382945,0,127.933929572
166.08347730772743,70.40933054092363,0,128.610589746
165.5502905308642,71.07698895216049,0,129.262955871
165.00729447828076,71.7412762944673,0,129.891389864
164.4547705134888,72.40228937477139,0,130.496263582
163.89299999999997,73.06012500000008,0,131.077955715
163.32226430132604,73.71487997708039,0,131.636848967
162.74284478097857,74.36665111294008,0,132.173327519
162.15502280246912,75.0155352145062,0,132.68777476
161.55907972930953,75.66162908870604,0,133.180571252
160.95529692501148,76.3050295424668,0,133.652092929
160.34395575308648,76.9458333827161,0,134.102709509
159.7253375770462,77.58413741638088,0,134.532783088
159.09972376040236,78.22003845038864,0,134.942666918
158.46739566666668,78.85363329166665,0,135.332704341
157.82863465935068,79.48501874714225,0,135.703227867
157.18372210196614,80.11429162374264,0,136.054558378
156.5329393580247,80.74154872839506,0,136.387004451
155.87656779103793,81.36688686802694,0,136.700861784
155.2148887645176,81.99040284956561,0,136.996412707
154.54818364197533,82.6121934799383,0,137.273925781
153.87673378692273,83.23235556607221,0,137.533655458
153.20082056287157,83.85098591489475,0,137.775841809
152.52072533333336,84.46818133333329,0,138.000710302
151.83672946181986,85.08403862831506,0,138.208471621
151.14911431184274,85.69865460676715,0,138.399321532
150.4581612469136,86.31212607561724,0,138.573440771
149.76415163054415,86.92454984179238,0,138.730994966
149.06736682624603,87.5360227122199,0,138.872134577
148.36808819753088,88.14664149382708,0,138.996994859
147.66659710791035,88.7565029935414,0,139.105695827
146.9631749208962,89.36570401828993,0,139.19834225
146.258103,89.974341375,0,139.275023634
145.55166270873343,90.58251187059892,0,139.335814222
144.8441354106082,91.19031231201416,0,139.380772997
144.1358024691358,91.7978395061728,0,139.409943679
143.42694524782806,92.40519026000231,0,139.423354733
142.71784511019663,93.01246138042978,0,139.421019368
142.0087834197531,93.61974967438272,0,139.40293554
141.30004154000915,94.22715194878828,0,139.369085955
140.5919008344764,94.8347650105739,0,139.319438063
139.88464266666665,95.44268566666665,0,139.253944061
139.17854840009147,96.05101072399412,0,139.172540891
138.47389939826246,96.65983698948338,0,139.075150238
137.77097702469132,97.26926127006175,0,138.961678532
137.07006264288987,97.87938037265661,0,138.832016955
136.37143761636946,98.49029110419525,0,138.686041453
135.67538330864198,99.10209027160488,0,138.523612755
134.98218108321902,99.71487468181306,0,138.344576406
134.29211230361227,100.32874114174666,0,138.148762816
133.60545833333333,100.9437864583333,0,137.935987322
132.9225005358939,101.56010743850027,0,137.70605028
132.24352027480575,102.1778008891747,0,137.458737182
131.56879891358028,102.79696361728395,0,137.193818809
130.89861781572932,103.41769242975539,0,136.911051415
130.23325834476458,104.04008413351619,0,136.610176977
129.57300186419747,104.6642355354939,0,136.290923475
128.91812973754003,105.2902434426154,0,135.953005259
128.26892332830363,105.91820466180843,0,135.596123472
127.62566399999997,106.54821600000002,0,135.219966563
126.98863311614082,107.18037426411752,0,134.824210891
126.3581120402377,107.8147762610883,0,134.408521438
125.73438213580243,108.45151879783958,0,133.972552639
125.11772476634656,109.09069868129859,0,133.515949344
124.50842129538177,109.73241271839282,0,133.03834793
123.90675308641983,110.37675771604938,0,132.539377572
123.3130015029721,111.02383048119572,0,132.0186617
122.72744790855052,111.67372782075898,0,131.475819648
122.15037366666672,112.32654654166669,0,130.910468517
121.58206014083225,112.98238345084593,0,130.322225274
121.02278869455876,113.64133535522399,0,129.710709096
120.47284069135799,114.30349906172847,0,129.075543981
119.93249749474171,114.96897137728621,0,128.416361645
119.40204046822123,115.63784910882487,0,127.732804711
118.88175097530865,116.31022906327155,0,127.024530214
118.37191037951538,116.9862080475537,0,126.291213418
117.87280004435303,117.66588286859849,0,125.532551961
117.38470133333328,118.34935033333335,0,124.74827033
116.90789560996797,119.03670724868545,0,123.938124651
116.44266423776867,119.72805042158211,0,123.101907787
115.98928858024692,120.42347665895062,0,122.239454735
115.54805000091454,121.12308276771836,0,121.350648275
115.11922986328301,121.82696555481255,0,120.435424841
114.7031095308642,122.53522182716046,0,119.493780562
114.29997036716964,123.24794839168948,0,118.525777409
113.91009373571103,123.965242055327,0,117.531549371
113.53376099999997,124.687199625,0,116.511308565
113.17125352354822,125.413917907636,0,115.465351185
112.82285266986742,126.14549371016227,0,114.394063161
112.48883980246916,126.88202383950613,0,113.297925415
112.16949628486515,127.62360510259487,0,112.177518555
111.86510348056697,128.37033430635574,0,111.033526887
111.57594275308645,129.12230825771604,0,109.866741576
111.30229546593506,129.8796237636031,0,108.67806282
111.04444298262467,130.64237763094422,0,107.468500889
110.80266666666665,131.4106666666666,0,106.239175913
110.57724788157293,132.18458767769772,0,104.991316292
110.36846799085504,132.9642374709648,0,103.726255646
110.17660835802474,133.74971285339507,0,102.445428258
110.0019503465935,134.54111063191579,0,101.150362965
109.84477532007315,135.33852761345452,0,99.8426755393
109.70536464197534,136.14206060493825,0,98.5240595904
109.58399967581158,136.95180641329443,0,97.196276112
109.48096178509377,137.7678618454504,0,95.8611418021
109.39653233333331,138.59032370833336,0,94.5205163449
109.33099268404209,139.4192888088706,0,93.1762888712
109.28462420073157,140.25485395398948,0,91.8303638426
109.25770824691358,141.0971159506172,0,90.4846466261
109.2505261860997,141.9461716056813,0,89.1410290366
109.26335938180154,142.8021177261088,0,87.8013751246
109.29648919753083,143.66505111882714,0,86.4675074798
109.35019699679924,144.53506859076361,0,85.1411943009
109.42476414311847,145.41226694884546,0,83.8241374564
109.52047200000004,146.296743,0,82.5179617287
109.63760193095561,147.18859355115455,0,81.2242053912
109.77643529949705,148.08791540923636,0,79.9443122323
109.93725346913578,148.99480538117285,0,78.6796250901
110.12033780338362,149.90936027389114,0,77.4313809264
110.32596966575215,150.83167689431872,0,76.2007074224
110.55443041975309,151.76185204938264,0,74.9886210479
110.80600142889801,152.69998254601052,0,73.7961580626
111.08096140466392,153.64616417146777,0,72.6352168784
111.37935800000008,154.60040387499993,0,71.5244514342
111.7008317805213,155.56255208779152,0,70.4635998537
112.04498187379971,156.53244330881353,0,69.4503910823
112.41140740740741,157.509912037037,0,68.482614271
112.7997075089163,158.49479277143342,0,67.5581291692
113.20948130589846,159.48692001097396,0,66.674873518
113.64032792592587,160.4861282546297,0,65.8308679703
114.09184649657067,161.4922520013718,0,65.0242189994
114.56363614540464,162.50512575017143,0,64.25312019
115.05529599999994,163.524584,0,63.5158522476
115.56642518792864,164.55046124982846,0,62.8107820096
116.09662283676272,165.58259199862823,0,62.1363606911
116.64548807407402,166.6208107453703,0,61.4911215599
117.21262002743481,167.66495198902606,0,60.8736772008
117.79761782441699,168.71485022856655,0,60.2827164947
118.40008059259264,169.7703399629629,0,59.7170014188
119.01960745953357,170.83125569118653,0,59.1753637476
119.65579755281203,171.8974319122085,0,58.6567017212
120.30824999999993,172.96870312500005,0,58.1599767297
120.97656392866935,174.0449038285322,0,57.6842100528
121.66033846639232,175.12586852177645,0,57.2284796827
122.35917274074075,176.21143170370362,0,56.7919172524
123.07266587928672,177.30142787328532,0,56.373705082
123.8004170096022,178.3956915294924,0,55.973073355
124.54202525925922,179.49405717129628,0,55.5892974285
125.29708975582992,180.59635929766796,0,55.2216952816
126.06520962688614,181.7024324075789,0,54.8696251008
126.84598399999999,182.81211099999996,0,54.5324830017
127.63901200274347,183.92522957390264,0,54.2097008845
128.44389276268856,185.04162262825793,0,53.9007444183
129.26022540740735,186.16112466203708,0,53.605111151
130.0876090644718,187.2835701742112,0,53.3223287388
130.92564286145404,188.40879366375174,0,53.0519532904
131.77392592592594,189.53662962962966,0,52.7935678212
132.63205738545958,190.66691257081612,0,52.5467808102
133.49963636762686,191.7994769862825,0,52.311224857
134.376262,192.93415737499993,0,52.0865554306
135.26153341015083,194.07078823593963,0,51.8724497083
136.15504972565162,195.2092040680726,0,51.6686054963
137.056410074074,196.3492393703703,0,51.4747402309
137.96521358299043,197.49072864180374,0,51.2905900536
138.88105937997256,198.63350638134432,0,51.1159089567
139.80354659259257,199.777407087963,0,50.9504679961
140.7322743484225,200.92226526063098,0,50.7940545672
141.66684177503427,202.0679153983196,0,50.6464717409
142.60684799999999,203.21419199999997,0,50.5075376567
143.55189215089158,204.3609295646433,0,50.37708497
144.5015733552812,205.50796259122086,0,50.2549603515
145.45549074074074,206.65512557870363,0,50.1410240356
146.41324343484223,207.80225302606306,0,50.0351494174
147.3744305651577,208.94917943227028,0,49.9372226945
148.33865125925925,210.09573929629636,0,49.8471425537
149.30550464471878,211.24176711711243,0,49.7648199007
150.27458984910834,212.38709739369,0,49.6901776315
151.24550599999992,213.53156462500004,0,49.6231504446
152.21785222496567,214.67500331001372,0,49.5636846945
153.1912276515775,215.8172479477023,0,49.5117382841
154.16523140740742,216.958133037037,0,49.4672805975
155.1394626200274,218.097493076989,0,49.4302924721
156.1135204170096,219.23516256652954,0,49.4007662115
157.0870039259259,220.37097600462965,0,49.3787056377
158.0595122743484,221.5047678902606,0,49.3641261853
159.03064458984912,222.63637272239373,0,49.3570550376
160.0,223.765625,0,49.357531306
160.9671776323731,224.8923592220508,0,49.3656062544
161.93177661454044,226.01640988751717,0,49.3813435696
162.8933960740741,227.1376114953705,0,49.4048196815
163.85163513854593,228.2557985445817,0,49.4361241334
164.8060929355281,229.37080553412204,0,49.4753600069
165.75636859259254,230.48246696296292,0,49.5226444039
166.7020612373114,231.59061733007536,0,49.5781089891
167.6427699972565,232.69509113443075,0,49.6419005974
168.57809399999996,233.7957228749999,0,49.7141819112
169.50763237311384,234.89234705075444,0,49.7951322113
170.4309842441701,235.98479816066526,0,49.8849482093
171.3477487407407,237.07291070370377,0,49.9838449657
172.2575249903978,238.15651917884077,0,50.0920569025
173.15991212071327,239.23545808504798,0,50.2098389174
174.05450925925928,240.30956192129622,0,50.3374676091
174.94091553360767,241.37866518655687,0,50.4752426223
175.81873007133058,242.44260237980097,0,50.6234881254
176.68755199999993,243.5012079999999,0,50.7825544314
177.54698044718793,244.55431654612482,0,50.9528197761
178.39661454046637,245.60176251714677,0,51.1346922688
179.23605340740738,246.643380412037,0,51.3286120323
180.06489617558302,247.6790047297668,0,51.5350535503
180.8827419725652,248.70846996930732,0,51.7545282431
181.68918992592586,249.7316106296297,0,51.9875872948
182.48383916323726,250.7482612097051,0,52.2348247562
183.26628881207137,251.7582562085048,0,52.4968809525
184.036138,252.76143012499995,0,52.7744462265
184.79298585459532,253.75761745816192,0,53.0682650503
185.5364315034293,254.74665270696164,0,53.3791405457
186.26607407407408,255.7283703703705,0,53.7079394507
186.9815126941015,256.7026049473594,0,54.0555975817
187.68234649108365,257.6691909368999,0,54.4231258368
188.36817459259257,258.62796283796297,0,54.8116167962
189.0385961262003,259.5787551495199,0,55.2222519763
189.69321021947871,260.52140237054186,0,55.6563097985
190.33161600000003,261.455739,0,56.1151743381
190.95341259533603,262.38159953686545,0,56.6003449209
191.55819913305896,263.29881848010973,0,57.1134466345
192.14557474074076,264.20723032870364,0,57.6562418234
192.71513854595335,265.1066695816186,0,58.2306426291
193.26648967626886,265.9969707378258,0,58.8387246317
193.79922725925925,266.87796829629633,0,59.4827416305
194.31295042249658,267.74949675600135,0,60.1651415807
194.80725829355282,268.6113906159122,0,60.8885836661
195.28175000000002,269.463484375,0,61.6559564356
195.73602466941014,270.30561253223607,0,62.4703968593
196.16968142935528,271.1376095865912,0,63.3353100566
196.5823194074074,271.9593100370371,0,64.2543893105
196.97353773113855,272.7705483825447,0,65.2316357911
197.34293552812068,273.5711591220851,0,66.2713771643
197.69011192592592,274.36097675462963,0,67.3782839253
198.0146660521262,275.1398357791495,0,68.5573818743
198.3161970342936,275.90757069461586,0,69.8140586023
198.59430399999997,276.66401600000006,0,71.1540611713
198.84858607681753,277.40900619427293,0,72.5834813433
199.07864239231822,278.14237577640597,0,74.1087237217
199.28407207407406,278.86395924537044,0,75.7364510598
199.46447424965706,279.57359110013715,0,77.473499804
199.6194480466392,280.2711058396777,0,79.326757829
199.74859259259264,280.95633796296283,0,81.3029954919
199.85150701508917,281.62912196896434,0,83.4086409471
199.92779044170095,282.28929235665294,0,85.6494916274
199.97704199999998,282.9366836249999,0,88.0303565717
199.99886081755832,283.5711302729767,0,90.5502706213
199.9928930993751,284.19248736377835,0,93.1657218137
199.95924753909466,284.800811983539,0,95.8444903908
199.89829533409542,285.39627588450696,0,98.5757787472
199.81041069471115,285.97905213504043,0,101.347655974
199.6959678312757,286.5493138034981,0,104.147036731
199.55534095412284,287.107233958238,0,106.960016272
199.38890427358635,287.6529856676194,0,109.772263287
199.197032,288.186742,0,112.569443804
198.98009834369762,288.7086760237388,0,115.33764526
198.73847751501293,289.2189608071941,0,118.063769796
198.47254372427986,289.7177694187243,0,120.735869977
198.18267118183206,290.20527492668805,0,123.343407474
197.86923409800337,290.6816503994436,0,125.877424442
197.5326066831276,291.1470689053498,0,128.330626622
197.17316314753847,291.60170351276486,0,130.697385218
196.7912777015699,292.0457272900471,0,132.973670353
196.38732455555552,292.4793133055556,0,135.1569321
195.9616779198293,292.90263462764835,0,137.245945861
195.5147120047249,293.31586432468373,0,139.240637767
195.0468010205761,293.7191754650206,0,141.141903436
194.55831917771678,294.1127411170173,0,142.951430537
194.04964068648076,294.4967343490322,0,144.67153258
193.52113975720164,294.87132822942385,0,146.304998684
192.9731906002134,295.2366958265508,0,147.854961757
192.40616742584973,295.5930102087716,0,149.324785817
191.82044444444446,295.94044444444444,0,150.717971929
191.2163958663314,296.27917160192794,0,152.038081433
190.59439590184422,296.6093647495809,0,153.288674686
189.95481876131686,296.9311969557614,0,154.473263322
189.29803865508308,297.24484128882796,0,155.595274057
188.62442979347662,297.55047081713917,0,156.658022134
187.9343663868313,297.8482586090536,0,157.664692677
187.2282226454809,298.1383777329295,0,158.618328454
186.50637277975918,298.42100125712534,0,159.521822712
185.76919100000003,298.6963022499999,0,160.37791599
185.01705151653712,298.96445377991154,0,161.189195986
184.25032853970433,299.22562891521864,0,161.95809971
183.46939627983542,299.4800007242799,0,162.686917327
182.67462894726413,299.72774227545347,0,163.377797181
181.86640075232438,299.96902663709795,0,164.03275163
181.04508590534982,300.204026877572,0,164.653663369
180.21105861667428,300.4329160652338,0,165.242292028
179.36469309663167,300.6558672684422,0,165.800280845
178.50636355555557,300.87305355555554,0,166.329163298
177.6364442037799,301.0846479949322,0,166.830369591
176.75530925163852,301.2908236549306,0,167.30523292
175.86333290946504,301.4917536039095,0,167.754995479
174.9608893875933,301.68761091022714,0,168.180814174
174.04835289635727,301.87856864224204,0,168.583766018
173.1260976460905,302.0647998683128,0,168.964853216
172.19449784712702,302.24647765679765,0,169.325007917
171.2539277098004,302.42377507605545,0,169.665096664
